time,bytetime,press,count,key,stimDur,Bias,sequence
18.483155965805054,18475,[1],60,[5],0.1,0.06,"[ 1. -1. -1.  1. -1. -1.  1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1.
  1. -1. -1.  1. -1.  1. -1. -1. -1.  1. -1. -1. -1. -1.  1.  1. -1.  1.
 -1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1.
  1. -1.  1.  1. -1.  1.]"
12.282907962799072,12261,[1],60,[5],0.1,0.06,"[ 1. -1. -1.  1.  1.  1. -1.  1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.
 -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.
 -1.  1.  1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1.  1. -1. -1.  1. -1.]"
