time,bytetime,press,count,key,stimDur,Bias,sequence
2.2833120822906494,2282,[1],4,[2],0.5,0.12,"[-1. -1. -1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1. -1. -1.  1.
  1. -1. -1. -1.  1. -1.  1. -1. -1.  1. -1.  1.]"
5.533267021179199,5529,[1],11,[5],0.5,0.12,"[ 1.  1. -1. -1.  1.  1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.  1. -1.
 -1.  1. -1.  1.  1.  1. -1. -1.  1.  1.  1. -1.]"
6.599918842315674,6584,[1],13,[5],0.5,0.12,"[-1. -1.  1. -1.  1.  1.  1. -1. -1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.]"
4.883275032043457,4880,[1],9,[2],0.5,0.12,"[ 1. -1.  1. -1. -1.  1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1.
 -1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.]"
5.283273935317993,5269,[1],10,[2],0.5,0.12,"[ 1.  1.  1. -1. -1. -1. -1.  1.  1. -1. -1. -1. -1.  1. -1.  1.  1. -1.
 -1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.]"
6.249927997589111,6240,[1],12,[2],0.5,0.12,"[-1. -1. -1.  1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1. -1.  1.  1.  1.
  1.  1. -1. -1. -1.  1. -1. -1.  1.  1.  1.  1.]"
5.083323001861572,5072,[1],10,[2],0.5,0.12,"[ 1.  1.  1. -1. -1. -1.  1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1.
 -1.  1.  1. -1.  1.  1.  1.  1. -1. -1.  1. -1.]"
2.733309030532837,2731,[1],5,[5],0.5,0.12,"[ 1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1.
  1.  1. -1. -1.  1. -1. -1.  1.  1.  1. -1. -1.]"
3.8666210174560547,3856,[1],7,[5],0.5,0.12,"[-1. -1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.
 -1.  1. -1.  1. -1.  1.  1. -1.  1. -1.  1. -1.]"
3.849966049194336,3843,[1],7,[2],0.5,0.12,"[-1.  1. -1. -1. -1.  1. -1.  1.  1. -1.  1. -1.  1. -1.  1. -1. -1. -1.
 -1.  1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]"
5.216615915298462,5203,[1],10,[2],0.5,0.12,"[-1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1. -1.
 -1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.]"
7.149876117706299,7147,[1],14,[5],0.5,0.12,"[-1. -1. -1.  1. -1.  1. -1.  1.  1. -1.  1. -1.  1.  1.  1.  1. -1. -1.
 -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1.]"
8.099903106689453,8099,[1],16,[2],0.5,0.12,"[ 1.  1.  1. -1. -1.  1. -1. -1. -1.  1.  1.  1. -1. -1.  1. -1. -1. -1.
 -1. -1. -1. -1.  1. -1.  1. -1. -1.  1. -1. -1.]"
6.116578102111816,6103,[1],12,[5],0.5,0.12,"[-1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1.
 -1. -1.  1. -1.  1. -1. -1.  1.  1.  1. -1.  1.]"
4.216623067855835,4212,[1],8,[2],0.5,0.12,"[-1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1.  1. -1.  1. -1. -1.]"
6.249927997589111,6241,[1],12,[5],0.5,0.12,"[ 1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.  1.  1. -1.  1. -1.
  1.  1.  1.  1. -1.  1.  1.  1.  1.  1. -1. -1.]"
9.633182048797607,9619,[1],19,[5],0.5,0.12,"[ 1. -1. -1.  1.  1.  1. -1.  1.  1. -1. -1. -1.  1.  1.  1. -1. -1.  1.
  1. -1. -1.  1.  1. -1. -1. -1. -1.  1. -1. -1.]"
6.349926948547363,6341,[1],12,[5],0.5,0.12,"[-1. -1.  1.  1.  1. -1.  1. -1.  1. -1.  1.  1.  1. -1.  1.  1.  1. -1.
  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.]"
8.383239984512329,8367,[1],16,[2],0.5,0.12,"[-1. -1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1.  1. -1.  1. -1. -1. -1.
  1. -1. -1.  1.  1.  1.  1. -1. -1.  1. -1. -1.]"
8.083238124847412,8066,[1],16,[5],0.5,0.12,"[-1. -1.  1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1.  1. -1.  1.  1.  1.
  1.  1.  1. -1.  1.  1. -1. -1. -1.  1.  1. -1.]"
6.283293008804321,6269,[1],12,[5],0.5,0.12,"[-1.  1. -1.  1. -1. -1.  1. -1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.
 -1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.]"
7.249881029129028,7242,[1],14,[2],0.5,0.12,"[-1. -1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1.  1. -1. -1.
  1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1. -1.]"
2.566649913787842,2554,[1],5,[2],0.5,0.12,"[-1. -1. -1. -1. -1.  1.  1. -1. -1.  1.  1.  1. -1.  1. -1.  1.  1.  1.
  1.  1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1.]"
5.6499528884887695,5635,[1],11,[5],0.5,0.12,"[ 1. -1.  1. -1.  1.  1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1. -1. -1.
 -1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1.  1.]"
7.049921035766602,7038,[1],14,[5],0.5,0.12,"[-1.  1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1. -1.  1. -1. -1.
  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.]"
4.766608953475952,4752,[1],9,[2],0.5,0.12,"[ 1. -1. -1. -1.  1. -1. -1. -1. -1.  1. -1.  1. -1.  1. -1. -1.  1. -1.
  1. -1. -1.  1.  1.  1. -1. -1.  1. -1. -1. -1.]"
