time,bytetime,press,count,key,stimDur,Bias,sequence
[],[],[],30,[],0.1,0.12,"[-1.  1. -1.  1. -1.  1.  1. -1. -1.  1.  1.  1.  1. -1.  1. -1.  1.  1.
  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1.]"
1.566593885421753,1559,[1],15,[5],0.1,0.12,"[ 1.  1.  1. -1. -1.  1.  1. -1. -1.  1. -1. -1.  1.  1.  1.  1.  1. -1.
 -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1. -1.]"
0.7986090183258057,779,[1],7,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1. -1. -1.
  1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1.]"
0.85135817527771,820,[1],8,[2],0.1,0.12,"[-1. -1. -1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1.  1.  1.
 -1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1. -1.]"
0.7833189964294434,758,[1],7,[2],0.1,0.12,"[-1. -1. -1. -1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1.
  1. -1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.]"
0.9999279975891113,996,[1],9,[2],0.1,0.12,"[ 1. -1. -1. -1. -1.  1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1. -1. -1.
  1. -1.  1. -1. -1. -1. -1. -1. -1.  1. -1. -1.]"
0.7000110149383545,679,[1],6,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.
 -1. -1.  1.  1. -1.  1. -1.  1.  1. -1.  1. -1.]"
3.1846351623535156,3008,[1],30,[5],0.1,0.12,"[-1.  1. -1. -1. -1. -1. -1. -1.  1. -1.  1.  1. -1. -1. -1. -1.  1. -1.
  1. -1. -1.  1.  1.  1. -1.  1.  1.  1. -1. -1.]"
1.7498400211334229,1737,[1],17,[2],0.1,0.12,"[ 1. -1. -1.  1. -1. -1. -1. -1. -1.  1. -1. -1.  1. -1. -1. -1.  1.  1.
 -1. -1.  1. -1. -1. -1. -1. -1. -1. -1.  1. -1.]"
0.9500141143798828,935,[1],9,[5],0.1,0.12,"[ 1.  1.  1.  1. -1.  1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1.  1. -1.
 -1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1.  1.]"
0.7666749954223633,748,[1],7,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1.  1.
 -1. -1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.]"
0.8666911125183105,840,[1],8,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1. -1.
 -1.  1. -1.  1.  1.  1.  1. -1. -1.  1. -1.  1.]"
[],[],[],30,[],0.1,0.12,"[-1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
 -1. -1.  1. -1. -1. -1. -1. -1.  1. -1.  1.  1.]"
1.9679930210113525,1937,[1],19,[5],0.1,0.12,"[-1. -1.  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.]"
