time,bytetime,press,count,key,stimDur,Bias,sequence
2.981449842453003,2977,[1],60,[5],0.1,0.06,"[-1.  1.  1.  1.  1.  1. -1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
 -1. -1.  1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.
 -1. -1.  1.  1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1.  1.  1.  1. -1.
  1.  1. -1. -1. -1. -1.]"
4.6751580238342285,4663,[1],60,[5],0.1,0.06,"[-1.  1. -1. -1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.  1.  1.  1.
 -1. -1. -1. -1.  1. -1. -1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1.
 -1. -1. -1.  1.  1.  1. -1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.
  1. -1.  1. -1.  1.  1.]"
