time,bytetime,press,count,key,stimDur,Bias,sequence
2.0166709423065186,1986,[1],20,[5],0.1,0.12,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.  1. -1.]"
0.9000921249389648,884,[1],8,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1. -1. -1. -1.  1.  1.  1.  1. -1. -1. -1. -1.  1.
 -1.  1.  1. -1. -1.  1.  1. -1. -1.  1. -1.  1.]"
1.5654191970825195,1548,[1],15,[5],0.1,0.12,"[ 1. -1. -1.  1.  1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1. -1.
  1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1.]"
2.8999390602111816,2880,[1],28,[5],0.1,0.12,"[-1. -1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1. -1.  1. -1.  1. -1.  1.  1.]"
1.1333351135253906,1104,[1],11,[2],0.1,0.12,"[ 1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1.  1.  1. -1.  1. -1.
 -1. -1. -1.  1.  1.  1. -1.  1.  1.  1. -1.  1.]"
2.4165170192718506,2397,[1],24,[5],0.1,0.12,"[ 1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1. -1.  1.  1.  1. -1.  1.
  1.  1.  1. -1.  1.  1. -1.  1. -1. -1.  1.  1.]"
2.299854040145874,2276,[1],22,[5],0.1,0.12,"[ 1.  1. -1. -1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.]"
2.7333860397338867,2724,[1],27,[5],0.1,0.12,"[ 1.  1. -1.  1. -1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1. -1.
  1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1.  1.]"
3.166653871536255,3003,[1],30,[5],0.1,0.12,"[ 1.  1.  1.  1. -1.  1.  1. -1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1. -1. -1.  1. -1.  1.  1. -1.]"
3.4498820304870605,3436,[1],30,[5],0.1,0.12,"[ 1.  1.  1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1.  1.  1. -1.
 -1. -1.  1. -1. -1.  1.  1.  1.  1. -1. -1.  1.]"
3.2001030445098877,3032,[1],30,[2],0.1,0.12,"[-1. -1. -1.  1. -1. -1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
 -1. -1.  1. -1. -1.  1. -1. -1.  1. -1.  1. -1.]"
2.433332920074463,2409,[1],24,[5],0.1,0.12,"[ 1.  1.  1.  1. -1. -1. -1.  1.  1. -1.  1.  1. -1. -1.  1. -1. -1. -1.
  1. -1. -1.  1. -1.  1. -1.  1. -1.  1.  1.  1.]"
1.6818699836730957,1666,[1],16,[2],0.1,0.12,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1.  1. -1. -1.  1.  1. -1.  1.  1. -1.]"
2.9999899864196777,2979,[1],29,[2],0.1,0.12,"[-1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1. -1. -1.  1.  1.  1.
  1.  1.  1. -1.  1.  1. -1.  1. -1. -1. -1. -1.]"
[],[],[],30,[],0.1,0.12,"[-1.  1. -1.  1. -1.  1. -1.  1.  1.  1. -1. -1. -1.  1. -1.  1. -1. -1.
  1.  1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1.]"
0.9999198913574219,983,[1],9,[2],0.1,0.12,"[-1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.
 -1.  1. -1. -1.  1. -1.  1. -1.  1. -1.  1. -1.]"
2.2333011627197266,2211,[1],22,[2],0.1,0.12,"[ 1. -1. -1.  1.  1.  1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1.]"
1.6999812126159668,1677,[1],16,[5],0.1,0.12,"[ 1. -1. -1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.
  1. -1. -1. -1.  1.  1.  1.  1. -1.  1.  1.  1.]"
2.4320549964904785,2409,[1],24,[2],0.1,0.12,"[-1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1. -1.  1. -1.  1. -1.
 -1. -1. -1.  1.  1. -1. -1.  1. -1. -1. -1. -1.]"
1.3831870555877686,1378,[1],13,[5],0.1,0.12,"[-1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.
 -1.  1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.]"
2.4153709411621094,2411,[1],24,[5],0.1,0.12,"[ 1. -1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1.
  1.  1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1.]"
2.3335258960723877,2331,[1],23,[5],0.1,0.12,"[-1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1. -1.]"
2.2001988887786865,2178,[1],21,[5],0.1,0.12,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.
 -1. -1.  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.]"
2.0499939918518066,2033,[1],20,[5],0.1,0.12,"[ 1. -1.  1. -1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.
 -1. -1. -1. -1. -1.  1. -1.  1.  1. -1.  1. -1.]"
2.2831990718841553,2265,[1],22,[2],0.1,0.12,"[-1.  1.  1. -1.  1. -1. -1. -1. -1.  1. -1. -1. -1.  1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1.  1. -1.  1. -1. -1. -1. -1.]"
2.183357000350952,2163,[1],21,[5],0.1,0.12,"[ 1. -1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.]"
2.782090902328491,2770,[1],27,[2],0.1,0.12,"[ 1.  1. -1.  1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1. -1.
  1.  1. -1. -1. -1.  1.  1. -1. -1. -1.  1. -1.]"
1.4166808128356934,1401,[1],14,[2],0.1,0.12,"[-1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1.  1.  1.  1.  1.
  1. -1. -1. -1.  1.  1.  1.  1. -1. -1. -1.  1.]"
3.1652908325195312,2992,[1],30,[5],0.1,0.12,"[ 1. -1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1. -1. -1.
  1.  1.  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.]"
1.3166959285736084,1302,[1],13,[5],0.1,0.12,"[-1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.
  1. -1.  1.  1.  1.  1. -1.  1.  1. -1.  1. -1.]"
2.6987287998199463,2680,[1],26,[5],0.1,0.12,"[-1. -1. -1.  1. -1.  1.  1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1. -1.  1.  1. -1. -1. -1. -1.]"
[],[],[],30,[],0.1,0.12,"[-1.  1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1. -1.  1. -1.
  1. -1.  1. -1.  1.  1. -1.  1. -1.  1.  1. -1.]"
2.3331918716430664,2320,[1],23,[2],0.1,0.12,"[ 1. -1. -1.  1.  1. -1. -1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.  1.
  1.  1. -1. -1. -1.  1.  1.  1.  1. -1. -1. -1.]"
1.9667019844055176,1958,[1],19,[2],0.1,0.12,"[-1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1. -1. -1.  1. -1. -1.  1.
  1. -1. -1.  1. -1.  1. -1.  1. -1. -1. -1. -1.]"
2.6668899059295654,2653,[1],26,[2],0.1,0.12,"[ 1. -1.  1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1. -1.  1. -1.
  1. -1. -1.  1. -1.  1. -1.  1. -1. -1. -1. -1.]"
3.3666350841522217,3214,[1],30,[5],0.1,0.12,"[ 1. -1.  1. -1. -1. -1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1.  1. -1.
 -1. -1.  1. -1. -1. -1. -1.  1.  1.  1. -1. -1.]"
3.4665040969848633,3314,[1],30,[2],0.1,0.12,"[-1. -1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1.  1. -1. -1.  1.
 -1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.]"
1.5333330631256104,1521,[1],15,[5],0.1,0.12,"[ 1. -1.  1. -1. -1. -1.  1.  1.  1. -1.  1.  1. -1. -1. -1. -1.  1. -1.
  1. -1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.]"
3.3167009353637695,3093,[1],30,[2],0.1,0.12,"[ 1. -1. -1. -1.  1. -1.  1.  1. -1.  1.  1. -1.  1.  1. -1. -1. -1.  1.
 -1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1. -1.]"
2.033440113067627,2019,[1],20,[5],0.1,0.12,"[-1.  1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1.  1.  1. -1.  1. -1.
  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]"
2.6334068775177,2616,[1],26,[5],0.1,0.12,"[-1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1. -1.  1.  1.  1. -1. -1.  1.
  1.  1. -1.  1. -1. -1.  1.  1.  1. -1.  1.  1.]"
0.9333109855651855,908,[1],9,[2],0.1,0.12,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.]"
2.9333291053771973,2916,[1],29,[2],0.1,0.12,"[ 1. -1.  1. -1.  1. -1. -1. -1. -1.  1. -1.  1. -1. -1.  1.  1. -1. -1.
 -1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1.]"
1.5487031936645508,1521,[1],15,[2],0.1,0.12,"[-1. -1.  1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1.
 -1.  1.  1. -1.  1. -1. -1.  1. -1. -1. -1. -1.]"
2.6667208671569824,2641,[1],26,[2],0.1,0.12,"[-1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1. -1. -1.  1. -1.  1.  1.
 -1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1. -1.]"
2.1487748622894287,2122,[1],21,[2],0.1,0.12,"[-1. -1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1. -1.  1. -1.  1. -1. -1.
 -1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.]"
3.2666261196136475,3117,[1],30,[5],0.1,0.12,"[-1. -1. -1.  1. -1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1. -1.
  1. -1. -1.  1. -1.  1.  1.  1. -1. -1.  1.  1.]"
1.3487401008605957,1326,[1],13,[5],0.1,0.12,"[-1.  1. -1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1. -1.  1. -1.
 -1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.]"
1.5500080585479736,1527,[1],15,[2],0.1,0.12,"[-1. -1. -1.  1.  1. -1.  1. -1.  1. -1.  1.  1. -1.  1.  1. -1. -1.  1.
  1.  1.  1.  1. -1.  1. -1.  1.  1.  1.  1. -1.]"
2.2167110443115234,2189,[1],22,[2],0.1,0.12,"[-1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1.  1.  1. -1.
  1.  1.  1. -1.  1. -1.  1.  1.  1. -1. -1.  1.]"
