time,bytetime,press,count,key,stimDur,Bias,sequence
2.1168429851531982,2090,[1],4,[5],0.5,0.12,"[-1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.
  1.  1. -1.  1.  1.  1. -1. -1.  1.  1. -1. -1.]"
2.8035731315612793,2786,[1],5,[5],0.5,0.12,"[ 1. -1.  1. -1.  1.  1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.  1.]"
1.9795808792114258,1972,[1],3,[5],0.5,0.12,"[-1.  1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1. -1. -1. -1.
  1. -1.  1.  1.  1.  1. -1. -1. -1. -1.  1. -1.]"
2.313053846359253,2308,[1],4,[5],0.5,0.12,"[-1.  1.  1. -1.  1.  1. -1.  1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1.
  1.  1.  1.  1.  1. -1. -1. -1. -1.  1. -1.  1.]"
1.883220911026001,1866,[1],3,[5],0.5,0.12,"[ 1.  1. -1.  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1.  1. -1.
 -1. -1. -1. -1.  1.  1.  1.  1. -1.  1.  1.  1.]"
2.4667789936065674,2448,[1],4,[5],0.5,0.12,"[-1. -1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1.
 -1. -1. -1.  1. -1. -1. -1. -1.  1. -1. -1. -1.]"
1.5330629348754883,1517,[1],3,[2],0.5,0.12,"[-1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1.  1. -1.  1.
 -1. -1. -1.  1.  1.  1. -1. -1.  1. -1.  1.  1.]"
1.4467270374298096,1441,[1],2,[2],0.5,0.12,"[-1. -1. -1.  1. -1.  1.  1.  1. -1.  1.  1.  1.  1.  1. -1.  1.  1. -1.
  1.  1. -1.  1.  1.  1. -1.  1.  1.  1.  1. -1.]"
2.7298901081085205,2705,[1],5,[5],0.5,0.12,"[ 1. -1.  1. -1.  1. -1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.  1.
 -1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1.  1.]"
1.983335018157959,1956,[1],3,[5],0.5,0.12,"[ 1.  1. -1.  1.  1. -1.  1. -1.  1. -1. -1. -1. -1. -1.  1. -1. -1.  1.
 -1.  1. -1.  1.  1. -1.  1. -1.  1. -1. -1. -1.]"
